name	level	cui
polyethylene glycol 3350	5.0	C0724672
sodium sulfate anhydrous	5.0	C0771797
lomitapide mesylate	5.0	C2827242
imidapril hydrochloride	5.0	C0872994
apronalide	5.0	C0052234
Hemoglobin Sydney	5.0	C0301790
5	5.0	C5201105
okara, Glycine max	5.0	C0960549
MG 262	5.0	C0965516
Pack size 7	5.0	C0470212
FS-97	5.0	C0283731
California	5.0	C0006754
Influenza A virus A/California/7/2009 (H1N1)-like virus strain split virion hemagglutinin antigen	5.0	C5548544
acyclovir / hydrocortisone	5.0	C2928719
molybdate, (99)Mo-labeled	5.0	C0892650
sodium pertechnetate Tc 99m	5.0	C0039418
dihydroergotamine mesylate	5.0	C0700532
azelastine hydrochloride	5.0	C0771004
thallium chloride	5.0	C0076368
Scutellaria baicalensis root extract	5.0	C3256092
Atractylodes rhizome	5.0	C0874069
Cinnamon Bulk powder	5.0	C3185854
Swertia	5.0	C0950079
Eusol	5.0	C0059908
tapentadol hydrochloride	5.0	C2710874
tricalcium phosphate	5.0	C0108136
doxorubicin hydrochloride liposome	5.0	C1522690
divalproex sodium	5.0	C0886883
epoprostenol sodium	5.0	C0354594
Faldaprevir Sodium	5.0	C5237986
sorafenib tosylate	5.0	C1676709
ambroxol hydrochloride	5.0	C1367795
sulfacetamide sodium	5.0	C0282356
phenol / zinc oxide	5.0	C2929421
naphazoline hydrochloride	5.0	C0282259
dextrose hydrous	5.0	C1657537
histidine monohydrochloride monohydrate	5.0	C2828270
trehalose dihydrate	5.0	C2981338
polysorbate 20	5.0	C0032600
pyrilamine maleate	5.0	C0282330
Benzoyl Peroxide Hydrous	5.0	C1660596
OXIDRONATE SODIUM	5.0	C0982305
citric acid, anhydrous	5.0	C0725616
Lacticaseibacillus rhamnosus	5.0	C0317597
Xalkori	5.0	C3204573
cyclobenzaprine hydrochloride	5.0	C0125988
methylephedrine hydrochloride, DL-	5.0	C2699793
Fexofenadine HCl-Pseudoephedrine HCl	5.0	C1302973
sodium iodide	5.0	C0037521
paroxetine hydrochloride	5.0	C0771019
daclatasvir dihydrochloride	5.0	C3892852
loperamide hydrochloride	5.0	C0282221
Japanese enceph vacc SA14-14-2, inactivated	5.0	C4018331
oxytetracycline hydrochloride	5.0	C0017449
Human Follicle-Stimulating Hormone	5.0	C0016774
nonoxynol-9	5.0	C0132776
Budesonide/ Formoterol Fumarate Dihydrate	5.0	C2236589
cerebrolysin	5.0	C0055108
calcium chloride / magnesium chloride / potassium acetate / sodium acetate / sodium chloride	5.0	C3855129
malic acid	5.0	C0065583
Alendronate sodium trihydrate	5.0	C5688106
prothrombin	5.0	C0033706
turoctocog alfa	5.0	C3529563
factor IX Fc fusion protein	5.0	C4041753
gallium macroaggregated human serum albumin	5.0	C0061007
METHYLENE DIPHOSPHONIC ACID	5.0	C5574887
tafamidis meglumine	5.0	C2745275
theophylline anhydrous	5.0	C0304441
exametazime	5.0	C0175035
hydroxyethyl starch 200/0.5	5.0	C2980797
tetrakis(1-isocyano-2-methoxy-2-methyl-propane)-copper(i) tetrafluoroborate	5.0	C1814271
ketamine hydrochloride	5.0	C0700541
epinephrine hydrochloride	5.0	C0001636
penicillin G sodium	5.0	C0037540
pralidoxime chloride	5.0	C0139449
methotrexate sodium	5.0	C0949359
Omega-3-acid ethyl esters 90	5.0	C5852880
methacholine chloride	5.0	C0079829
0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection	5.0	C3474207
poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett)	5.0	C2927839
poliovirus vaccine inactivated, type 2 (MEF-1)	5.0	C2242158
poliovirus vaccine inactivated, type 3 (Saukett)	5.0	C2242160
Haemophilus influenzae b polysaccharide-tetanus conjugate	5.0	C5416842
ledipasvir	5.0	C3851350
barium sulfate	5.0	C0004754
esomeprazole strontium	5.0	C3540733
ombitasvir	5.0	C3852670
paritaprevir	5.0	C3864824
dasabuvir sodium monohydrate	5.0	C3883272
epinastine hydrochloride	5.0	C0772294
sodium dihydrogen phosphate dihydrate	5.0	C3256930
magnesium acetate tetrahydrate	5.0	C0991847
Zinc Acetate Dihydrate	5.0	C1657541
gadobenate dimeglumine	5.0	C0209453
crotamiton	5.0	C0056519
pivmecillinam hydrochloride	5.0	C0350794
trisodium citrate	5.0	C0795671
colesevelam hydrochloride	5.0	C0541154
dexamethasone acetate	5.0	C0057598
Calcium chloride hydrate	5.0	C4509955
perflutren	5.0	C0937858
Bifidobacterium bifidum / Bifidobacterium longum	5.0	C3255299
Dimethylpolysiloxanes	5.0	C0012436
amlodipine camsylate	5.0	C5763196
pantoprazole magnesium	5.0	C1576770
ioxaglate sodium	5.0	C0205808
ioxaglate meglumine	5.0	C0205807
Disodium phosphate dodecahydrate	5.0	C4733815
Patent blue V sodium salt stain	5.0	C0116465
Glycyrrhiza Glabra (Licorice) Root Powder	5.0	C4718858
peony root extract	5.0	C5565145
Dinalbuphine sebacate	5.0	C5139685
lorcaserin hydrochloride	5.0	C2697942
vardenafil hydrochloride trihydrate	5.0	C1960918
tetrahydrozoline hydrochloride	5.0	C0148485
ibandronic acid (as ibandronate monosodium monohydrate)	5.0	C1654196
alpha-tocopherol succinate, D-	5.0	C2697594
benzalkonium chloride	5.0	C0005026
methyl aminolevulinate hydrochloride	5.0	C1965895
caffeine citrate	5.0	C0054436
tocopherol,DL-alpha	5.0	C1323100
tipepidine hibenzate	5.0	C0145968
thiamine disulfide	5.0	C0076404
Bezoars	5.0	C0005332
Bacillus clausii	5.0	C1034048
tedizolid phosphate	5.0	C2930762
orotic acid	5.0	C0029300
flunarizine hydrochloride	5.0	C0282181
Dermatophagoides pteronyssinus antigen	5.0	C1135619
Dermatophagoides farinae antigen	5.0	C1135618
Inactivated whole Japanese encephalitis virus SA14-14-2 strain antigen	5.0	C5231207
sodium molybdate(VI), 99Mo-labeled cpd	5.0	C0890981
dengue virus live antigen, CYD serotype 1 / dengue virus live antigen, CYD serotype 2 / dengue virus live antigen, CYD serotype 3 / dengue virus live antigen, CYD serotype 4	5.0	C5196220
dengue virus live antigen, CYD serotype 4	5.0	C5135596
hydrochloride	5.0	C1512523
flomoxef sodium	5.0	C2921794
maxacalcitol	5.0	C0043872
Absolute Alcohol	5.0	C0085733
Sodium Phosphate Dibasic 7-Hydrate	5.0	C0723384
Dextrose 2.5% and 0.45% SodiumChloride	5.0	C1658716
polysorbates	5.0	C0032602
PERILLA preparation	5.0	C1572776
lipase	5.0	C0023764
human chorionic gonadotropin	5.0	C1141639
simoctocog alfa	5.0	C4064080
measles virus vaccine live, attenuated Schwarz strain / mumps virus vaccine live, RIT-4385 strain / rubella virus vaccine live (Wistar RA 27-3 strain) Injection	5.0	C5835618
mumps virus vaccine live, Jeryl Lynn strain	5.0	C2344347
insulin glargine aglr 100 units/mL subcutaneous solution	5.0	C5572699
Thrombopoietin, human	5.0	C3887665
Desmopressin acetate trihydrate	5.0	C5688181
magnesium sulfate anhydrous	5.0	C1572489
zinc sulfate anhydrous	5.0	C2700331
(NH4)4H4(Se2Mo2V4O24).7H2O	5.0	C3253237
influenza A virus A/California/7/2009 (H1N1) antigen / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen / influenza B virus B/Brisbane/60/2008 antigen Injection	5.0	C5836900
influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen	5.0	C4490395
Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) antigen (propiolactone inactivated)	5.0	C4718991
influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen	5.0	C4256803
influenza A-California-7-2009-(H1N1)v-like virus vaccine 158000000 UNT/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 158000000 UNT/ML / influenza virus vaccine, live attenuated, A-Perth-16-2009 (H3N2) strain 158000000 UNT/ML Nasal Spray [Flumist 2011-2012 Formula]	5.0	C3154074
influenza A-California-7-2009-(H1N1)v-like virus vaccine	5.0	C2722689
influenza B virus B/Brisbane/60/2008 antigen	5.0	C4033637
cinnamon bark	5.0	C1509960
fennel extract	5.0	C0015833
lycopodii herba	5.0	C5565656
oxybutynin chloride	5.0	C0134394
Haemagglutinin-strain B	5.0	C5210399
Human Serum Albumin [EPC]	5.0	C3537198
Lactobacillus acidophilus preparation	5.0	C0304547
dequalinium chloride	5.0	C0011087
chlorhexidine hydrochloride	5.0	C0008199
influenza A virus A/Michigan/45/2015 (H1N1) antigen	5.0	C4490394
Bordetella pertussis fimbriae antigen	5.0	C5231210
Poliovirus Vaccine, Inactivated	5.0	C0718003
poliovirus vaccine inactivated, type 1 (Mahoney)	5.0	C2242156
Haemophilus influenzae type b polysaccharide vaccine	5.0	C0062086
cariprazine hydrochloride	5.0	C4058574
adalimumab-atto	5.0	C4535390
Clostridium butyricum CBM 588 Probiotic Strain	5.0	C4733632
cefotaxime sodium	5.0	C0700445
belladonna alkaloids	5.0	C0004954
Disodium hydrogen phosphate dihydrate	5.0	C4510002
tenofovir disoproxil succinate	5.0	C4490726
pasireotide pamoate	5.0	C3872080
nilotinib hydrochloride	5.0	C4083099
dl-alpha tocopheryl acetate	5.0	C0994472
ceftolozane sulfate	5.0	C3872026
avibactam	5.0	C3489748
diquafosol tetrasodium	5.0	C1880350
Clostridium botulinum toxin A antibody	5.0	C1370106
colistimethate sodium	5.0	C0110462
alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine	5.0	C2928407
haloperidol decanoate	5.0	C0062103
Peficitinib Hydrobromide	5.0	C5418498
eliglustat tartrate	5.0	C3272699
enoxaparin sodium	5.0	C0724579
lercanidipine hydrochloride	5.0	C0595331
hydroxocobalamin acetate	5.0	C0771561
clavulanate	5.0	C0110038
clavulanic acid	5.0	C0055860
S-benzoylmercaptoacetyltriglycine	5.0	C0672188
stem bromelain	5.0	C0293742
Methotrexate monoglutamate	5.0	C4263322
potassium hydroxide	5.0	C0071767
benserazide hydrochloride	5.0	C0770932
benserazide	5.0	C0005014
safinamide mesylate	5.0	C3642425
Monoamine Oxidase	5.0	C0026454
Glacial acetic acid only product	5.0	C4753368
acamprosate calcium	5.0	C0592789
deoxycholic acid, monosodium salt	5.0	C0037500
Glucosamine sulfate sodium chloride	5.0	C1509559
valbenazine tosylate	5.0	C4476176
danicopan	5.0	C5139702
lenacapavir sodium	5.0	C5670506
capivasertib	5.0	C4682387
crovalimab	5.0	C5418336
lecanemab	5.0	C5242453
fosnetupitant	5.0	C4691680
respiratory syncytial virus pre-fusion F protein, A, recombinant, stabilized	5.0	C5827743
respiratory syncytial virus pre-fusion F protein, B, recombinant, stabilized	5.0	C5827744
momelotinib dihydrochloride monohydrate	5.0	C5850364
SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (XBB.1.5)	5.0	C5705132
donanemab	5.0	C5237999
	5.0	C5850236
etranacogene dezaparvovec	5.0	C5419304
fruquintinib	5.0	C3640966
fidanacogene elaparvovec	5.0	C5419306
bosutinib monohydrate	5.0	C3497849
vibegron	5.0	C4279743
linzagolix choline	5.0	C5421024
insulin icodec	5.0	C5434213
netarsudil 0.2 MG/ML Ophthalmic Solution [Rhopressa]	5.0	C4535727
zolbetuximab	5.0	C2827697
eplontersen	5.0	C5421141
cabotegravir sodium	5.0	C5238084
SARS-CoV-2 omicron variant	5.0	C5575547
patritumab deruxtecan	5.0	C5418190
repotrectinib	5.0	C4524909
influenza A virus (H1N1) antigen	5.0	C4033624
chromosome diploid/tetraploid mixoploidy syndrome	5.0	C0795882
Influenza virus B Victoria lineage RNA | XXX | Microbiology	5.0	C5169297
netarsudil mesylate	5.0	C4535717
tarlatamab	5.0	C5446797
ADAMTS13, recombinant	5.0	C5139849
vaxigrip	5.0	C1312593
iptacopan hydrochloride	5.0	C5670522
dimercaptosuccinic acid	5.0	C1875873
inavolisib	5.0	C5446307
fitusiran	5.0	C5139801
L-Glutamic Acid Monopotassium	5.0	C1660034
Sodium glycerophosphate hydrate	5.0	C4281717
sotatercept	5.0	C2699571
Haemophilus influenzae type b conjugate and Hepatitis B vaccine	5.0	C1960059
Insulin	5.0	C0021641
propiverine hydrochloride	5.0	C0138667
sevelamer hydrochloride	5.0	C0772463
Salmonella enterica subspecies enterica serovar Typhi capsular polysaccharide Vi antigen	5.0	C0141462
memantine hydrochloride	5.0	C0771988
mangafodipir trisodium, anhydrous	5.0	C0724623
trimebutine maleate salt	5.0	C0877833
BCG (Bacillus Calmette-Guerin) vaccine, live	5.0	C1579408
silver sulfate	5.0	C1660030
cerium nitrate	5.0	C0055117
balsalazide disodium	5.0	C0595398
norelgestromin	5.0	C1120952
milnacipran hydrochloride	5.0	C0066529
Immunoglobulins	5.0	C0021027
Human normal immunoglobulin 250mg injection	5.0	C0358322
norgestimate	5.0	C0068992
cefoperazone sodium	5.0	C0733367
cetirizine hydrochloride	5.0	C0700480
Mosapride citrate	5.0	C0245956
carbomer	5.0	C0770624
atosiban acetate	5.0	C0873206
Cilomilast	5.0	C0968887
valganciclovir hydrochloride	5.0	C0937926
eprosartan mesylate	5.0	C0772203
(DTPA-Phe(1))-octreotide	5.0	C0753503
fexofenadine hydrochloride	5.0	C0771752
loteprednol etabonate	5.0	C0126177
1-Propanone, 1-(4-ethylphenyl)-2-methyl-3-(1-piperidinyl)-, hydrochloride	5.0	C1615643
cetirizine / pseudoephedrine	5.0	C1169992
nicotine polacrilex	5.0	C0068722
articaine / epinephrine	5.0	C0939218
lanthanum	5.0	C0023031
Propacetamol hydrochloride	5.0	C0771433
cinnarizine / dimenhydrinate	5.0	C1959890
ibuprofen arginine	5.0	C0540413
Reassortant Viruses	5.0	C0085391
chamomile flowers extract	5.0	C0772327
cevimeline hydrochloride	5.0	C0874063
Actihaemyl	5.0	C0001237
aluminum sulfate	5.0	C0051522
Bisbutytiamine	5.0	C2698514
bleomycin sulfate	5.0	C0005739
Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18	5.0	C1831799
bevantolol hydrochloride	5.0	C0873153
Yttrium-90	5.0	C0303596
mycophenolate mofetil hydrochloride	5.0	C0772450
histrelin acetate	5.0	C0724597
ramosetron hydrochloride	5.0	C0526951
Gadolinium DTPA Disodium Salt	5.0	C0886551
pegaptanib sodium	5.0	C1576729
methadone hydrochloride	5.0	C0721688
Serdolect	5.0	C0593204
desvenlafaxine succinate	5.0	C1742884
prexige	5.0	C1176414
lapatinib ditosylate	5.0	C1504917
avocado oil	5.0	C3265002
soybean preparation	5.0	C0947608
Live attenuated Human alphaherpesvirus 3 Oka strain only vaccine product	5.0	C5439126
Measles Vaccine	5.0	C0025010
Mumps Vaccine	5.0	C0026782
MSD-92	5.0	C0964460
enalapril maleate	5.0	C0700452
thymol	5.0	C0040096
ketorolac tromethamine	5.0	C0064326
allantoin	5.0	C0002083
MCT/LCT/Fish Oil Omega-3 Fatty Acid Lipid Emulsion	5.0	C2697956
glyceryl monostearate	5.0	C0061579
Petrolatum, White Topical application Lotion	5.0	C2724491
gemtuzumab	5.0	C0872968
ephedrine sulfate	5.0	C0304426
Laropiprant	5.0	C1956497
Niacin ER	5.0	C1330419
bisoprolol fumarate	5.0	C0543473
methylephedrine hydrochloride	5.0	C3840215
Caffeine hydrate	5.0	C4545721
dihydrocodeine phosphate	5.0	C1322008
eprazinone HCl	5.0	C0771570
terbinafine hydrochloride	5.0	C0771029
calcium polystyrene sulfonate product	5.0	C0108139
procaterol hydrochloride	5.0	C0162685
iodine povacrylex	5.0	C1876049
butamirate citrate	5.0	C1258433
hydroxyethyl starch 130-0.4	5.0	C3495434
carteolol hydrochloride	5.0	C0543450
lactoserum	5.0	C0243537
fentanyl hydrochloride	5.0	C1714006
Doripenem monohydrate	5.0	C2321765
sodium acetate, anhydrous	5.0	C0887700
taltirelin hydrate	5.0	C0961704
olanzapine pamoate monohydrate	5.0	C2726929
ginger extract	5.0	C0939895
Picrasma quassioides wood extract	5.0	C3528058
Influenza split virion vaccine	5.0	C1640814
sibutramine hydrochloride monohydrate	5.0	C0724692
warfarin sodium	5.0	C0376218
TMC 114	5.0	C1565518
bromfenac sodium	5.0	C0107211
Borax	5.0	C0053942
glucosamine hydrochloride	5.0	C0771903
silodrate	5.0	C3555540
Hop diagnostic allergen extract	5.0	C1445314
Oyster Shell	5.0	C0722381
Fibrin+Fibrinogen fragments	5.0	C0369218
100 ML albumin human, USP 200 MG/ML Injection [Human Albumin Grifols]	5.0	C4083842
nicotinamide mononucleotide adenylyltransferase 3, mouse	5.0	C3884219
0.6 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe	5.0	C1319707
sodium chloride 3.5 MG/ML	5.0	C5574181
S(AD) SAD (Size (area, depth) Sepsis, Arteriopathy, Denervation) system score	5.0	C4706375
Antifibrinolytic Agents	5.0	C0003304
Principal Component Analysis	5.0	C0429865
levobupivacaine hydrochloride	5.0	C0873119
measles, mumps, rubella, varicella vaccine	5.0	C0065829
Recombinant Follicle Stimulating Hormone	5.0	C0724588
Recombinant human follicle stimulating hormone	5.0	C0593510
Powder-Filled Vial	5.0	C2698862
mineral amino acid chelate	5.0	C1366025
PB-Hyos	5.0	C2920832
Methyl salicylate BP	5.0	C0359602
fesoterodine fumarate	5.0	C2343854
acetylcellulose	5.0	C0050505
amoxicillin sodium	5.0	C0887551
strontium acetate	5.0	C0540547
protamine sulfate (USP)	5.0	C0033602
esmolol hydrochloride	5.0	C0700606
sertaconazole nitrate	5.0	C0771896
vinflunine ditartrate	5.0	C2700251
tocopherol	5.0	C3255108
vilanterol	5.0	C2935023
alendronate	5.0	C0102118
omega-3 acid ethyl esters (USP)	5.0	C1532673
polyethylene glycol 3350 with electrolytes	5.0	C1657003
bepotastine	5.0	C2698371
levomefolate	5.0	C2939773
olmesartan	5.0	C1098320
insulin isophane, human	5.0	C0795633
Senna alexandrina	5.0	C0330722
docusate	5.0	C1692318
ipratropium	5.0	C0027235
icosapent ethyl	5.0	C0058978
valproate	5.0	C0080356
magnesium	5.0	C0024467
potassium	5.0	C0032821
sodium salts	5.0	C0351302
levothyroxine	5.0	C0040165
isosorbide	5.0	C0022251
pancrelipase amylase	5.0	C2722894
pancreatic lipase	5.0	C0443469
pancrelipase protease	5.0	C2722896
norgestrel	5.0	C0028368
Magnesium salt	5.0	C0302211
lactate	5.0	C0376261
Thyroid Gland	5.0	C0040132
dextroamphetamine saccharate	5.0	C0724568
amphetamine aspartate	5.0	C0724524
azelate	5.0	C1291212
butalbital	5.0	C0054234
liothyronine	5.0	C0041014
Cyanocobalamin Drug Class	5.0	C3714801
fluocinolone	5.0	C0060507
gallium nitrate	5.0	C0061008
ginseng preparation	5.0	C1119918
Garlic	5.0	C0993630
flaxseed extract	5.0	C0995001
benzthiazide	5.0	C0053245
methylnaltrexone	5.0	C0066411
Clove	5.0	C0009076
patiromer	5.0	C4045522
benzhydrocodone	5.0	C4555905
benzphetamine	5.0	C0005096
antilymphocyte immunoglobulin	5.0	C0003371
Octasulfur	5.0	C4731450
phendimetrazine	5.0	C0070549
levo-methamphetamine	5.0	C0724614
chamomile extract	5.0	C0439963
indium In-111 oxyquinoline	5.0	C1725176
selenium	5.0	C0036581
sulfadoxine	5.0	C0038679
arformoterol	5.0	C0969589
mivacurium	5.0	C0066621
botulinum toxin type B	5.0	C0006051
manganese	5.0	C0024706
ferumoxides	5.0	C0246249
levalbuterol	5.0	C0772501
Plantago seed	5.0	C0282327
isavuconazonium	5.0	C4018471
edetate calcium disodium anhydrous	5.0	C2983900
Nitrous Acid	5.0	C0028214
picosulfuric acid	5.0	C0771269
Vibrio cholerae CVD 103-HGR strain live antigen	5.0	C4291328
strontium-89 chloride	5.0	C0919292
tipiracil	5.0	C4056441
colistimethate	5.0	C0009315
gamma-aminobutyric acid	5.0	C0016904
ibritumomab tiuxetan	5.0	C0877880
gallium chloride,Ga-67	5.0	C0982172
iodide ion I-131	5.0	C2828294
phenyltoloxamine	5.0	C0070709
glatiramer	5.0	C0717787
pyrophosphoric acid	5.0	C0663812
fosaprepitant	5.0	C2349941
Coccidioides immitis spherule	5.0	C3855916
orphenadrine	5.0	C0029309
interferon alfa-n3	5.0	C1621234
simethicone	5.0	C0037138
citrus bioflavonoids	5.0	C0982043
saw palmetto extract	5.0	C0771607
licorice	5.0	C0086555
bismuth subgallate	5.0	C0053790
Trichophyton mentagrophytes	5.0	C0040934
elexacaftor	5.0	C5139717
milk thistle extract	5.0	C0937640
liotrix	5.0	C0936106
cranberry preparation	5.0	C0453273
testolactone	5.0	C0039600
antithrombin alfa	5.0	C2316217
doxacurium	5.0	C0058716
pipecuronium	5.0	C0071102
coal tar	5.0	C0009137
Lyme Disease Vaccine	5.0	C0717360
calcium glycerophosphate	5.0	C0006700
Indium (111-In) pentetate	5.0	C0304967
eicosapentaenoic acid	5.0	C0000545
zileuton	5.0	C0081408
iron	5.0	C0302583
telotristat ethyl	5.0	C4317559
fospropofol	5.0	C2370726
estrogens, esterified (USP)	5.0	C0717752
levoleucovorin	5.0	C2721771
belladonna extract, USP	5.0	C0301370
Kava	5.0	C0521083
Prasterone enantate	5.0	C5448248
Tilmanocept	5.0	C3651270
ibandronate	5.0	C0379199
rapacuronium	5.0	C0876716
guanabenz	5.0	C0018312
iodide ion I-123	5.0	C3495673
sodium ferric gluconate complex	5.0	C0875947
pentosan polysulfate	5.0	C0600296
guanidine	5.0	C0120446
follicle stimulating hormone	5.0	C0733758
novobiocin	5.0	C0028458
racepinephrine	5.0	C0205758
levobetaxolol	5.0	C1171274
3-iodobenzylguanidine	5.0	C0047506
ovine digoxin immune fab	5.0	C4083129
rifamycins	5.0	C0035609
capromab pendetide	5.0	C0529572
guanadrel	5.0	C0061938
Calcium glubionate anhydrous	5.0	C4292397
inulin	5.0	C0021936
ardeparin	5.0	C0297269
mebrofenin	5.0	C1337345
Rho(D) immune globulin, human	5.0	C4082558
Capsicum	5.0	C0006932
pancrelipase	5.0	C0770343
sodium phosphate, monobasic	5.0	C0770578
iron-dextran complex	5.0	C0022092
bromotheophylline	5.0	C3848545
creatine	5.0	C0010286
dotatate	5.0	C4256789
cedazuridine	5.0	C5226860
metaxalone	5.0	C0163055
Clostridium tetani toxoid antigen	5.0	C5230959
asparaginase Erwinia chrysanthemi	5.0	C3255208
microcrystalline cellulose	5.0	C0669247
potassium bicarbonate	5.0	C0071751
